Stagione;Calciatore;Squadra;Età;Partite Giocate;Minuti Giocati;Reti;Assist;Reti Non Su Rigore;Rigori Tirati;Ammonizioni;Espulsioni;Ruolo?
2020-21;Souahilo Meïté;Torino;26;14;920;1;1;1;0;0;0;Cen
2020-21;Souahilo Meïté;Milan;26;16;588;0;0;0;0;2;0;Cen
2020-21;Filippo Melegoni;Genoa;21;14;389;0;0;0;0;1;0;Cen,Dif
2020-21;Arthur Melo;Juventus;23;22;1.157;1;0;1;0;3;0;Cen
2020-21;Alex Meret;Napoli;23;22;1.980;0;0;0;0;0;0;Por
2020-21;Yıldırım Mert Çetin;Hellas Verona;23;6;418;0;0;0;0;1;0;Dif
2020-21;Dries Mertens;Napoli;33;29;1.459;9;8;9;0;2;0;Att,Cen
2020-21;Junior Messias;Crotone;29;36;3.215;9;4;9;0;6;0;Cen,Att
2020-21;Petar Mićin;Udinese;21;1;15;0;0;0;0;0;0;Cen
2020-21;Valentin Mihaila;Parma;20;16;698;3;0;3;0;2;0;Att,Cen
2020-21;Nikola Milenković;Fiorentina;22;34;3.034;3;1;3;0;7;1;Dif
2020-21;Sergej Milinković-Savić;Lazio;25;32;2.746;8;9;8;0;4;0;Cen
2020-21;Vanja Milinković-Savić;Torino;23;5;450;0;0;0;0;0;1;Por
2020-21;Vincenzo Millico;Torino;19;3;21;0;0;0;0;0;0;Att,Cen
2020-21;Aleksej Mirančuk;Atalanta;24;25;675;4;2;4;0;0;0;Cen,Att
2020-21;Antonio Mirante;Roma;37;13;1.153;0;0;0;0;2;0;Por
2020-21;Henrix Mxit'aryan;Roma;31;34;2.745;13;10;12;1;2;0;Cen,Att
2020-21;Johan Mojica;Atalanta;27;11;299;0;0;0;0;1;0;Dif
2020-21;Nahuel Molina;Udinese;22;29;1.828;2;5;2;0;1;0;Dif
2020-21;Salvatore Molina;Crotone;28;29;2.315;1;4;1;0;1;0;Cen,Dif
2020-21;Gabriele Moncini;Benevento;24;10;357;0;0;0;0;0;0;Att,Cen
2020-21;Cristóbal Montiel;Fiorentina;20;2;4;0;0;0;0;0;0;Cen,Att
2020-21;Lorenzo Montipò;Benevento;24;37;3.330;0;0;0;0;3;0;Por
2020-21;Luca Mora;Spezia;32;4;113;0;0;0;0;0;0;Cen
2020-21;Álvaro Morata;Juventus;27;32;2.014;11;9;10;1;3;1;Att
2020-21;Raúl Moro;Lazio;17;1;11;0;0;0;0;0;0;Att
2020-21;Mert Müldür;Sassuolo;21;28;1.672;0;0;0;0;2;0;Dif
2020-21;Luis Muriel;Atalanta;29;36;1.436;22;7;20;2;0;0;Att
2020-21;Vedat Muriqi;Lazio;26;27;832;1;0;1;0;1;0;Att
2020-21;Nicola Murru;Torino;25;14;569;0;0;0;0;0;0;Dif
2020-21;Mateo Musacchio;Lazio;29;4;229;0;0;0;0;2;0;Dif
2020-21;Mateo Musacchio;Milan;29;1;34;0;0;0;0;0;0;Dif
2020-21;Juan Musso;Udinese;26;35;3.147;0;0;0;0;5;0;Por
2020-21;Joakim Mæhle;Atalanta;23;20;1.216;0;2;0;0;0;0;Dif
2020-21;Radja Nainggolan;Cagliari;32;22;1.841;1;0;1;0;5;0;Cen
2020-21;Radja Nainggolan;Inter;32;4;46;0;0;0;0;0;0;Cen
2020-21;Nahitan Nández;Cagliari;24;32;2.737;2;2;2;0;8;1;Cen,Dif
2020-21;Ilija Nestorovski;Udinese;30;22;701;2;2;2;0;1;0;Att,Cen
2020-21;Nicolas N'Koulou;Torino;30;18;1.358;1;0;1;0;5;0;Dif
2020-21;Bram Nuytinck;Udinese;30;20;1.641;1;0;1;0;1;0;Dif
2020-21;Simy;Crotone;28;38;2.943;20;2;12;8;1;0;Att
2020-21;M'Bala Nzola;Spezia;23;25;1.896;11;3;7;4;5;0;Att
2020-21;Pedro Obiang;Sassuolo;28;33;1.469;0;1;0;0;4;1;Cen
2020-21;Brian Oddei;Sassuolo;17;5;45;0;2;0;0;0;0;Att,Cen
2020-21;Stefano Okaka;Udinese;30;22;1.489;4;1;4;0;2;0;Att
2020-21;Christian Oliva;Cagliari;24;10;388;0;1;0;0;2;0;Cen
2020-21;Maximiliano Olivera;Fiorentina;28;2;91;0;0;0;0;0;0;Dif
2020-21;Jérôme Onguéné;Genoa;22;4;181;0;0;0;0;0;0;Dif
2020-21;Riccardo Orsolini;Bologna;23;34;1.755;7;3;4;3;0;0;Att,Cen
2020-21;Victor Osimhen;Napoli;21;24;1.573;10;3;10;0;4;0;Att
2020-21;Yordan Osorio;Parma;26;23;1.809;0;0;0;0;2;0;Dif
2020-21;David Ospina;Napoli;31;16;1.440;0;1;0;0;2;0;Por
2020-21;Adam Ounas;Crotone;23;15;1.199;4;4;4;0;1;0;Att,Cen
2020-21;Adam Ounas;Cagliari;23;7;308;0;0;0;0;0;0;Cen,Att
2020-21;Thomas Ouwejan;Udinese;23;15;413;0;2;0;0;0;0;Dif
2020-21;Daniele Padelli;Inter;34;1;45;0;0;0;0;0;0;Por
2020-21;Mattia Pagliuca;Bologna;18;1;13;0;0;0;0;0;0;Cen
2020-21;Rodrigo Palacio;Bologna;38;36;2.502;5;5;5;0;5;0;Att
2020-21;Alberto Andrea Paleari;Genoa;27;3;206;0;0;0;0;0;0;Por
2020-21;Antonio Palumbo;Sampdoria;23;1;7;0;0;0;0;0;0;Cen
2020-21;Martin Palumbo;Udinese;18;3;63;0;0;0;0;0;0;Cen
2020-21;Goran Pandev;Genoa;1000;29;1.404;7;3;6;1;5;0;Att,Cen
2020-21;Ivor Pandur;Hellas Verona;20;4;332;0;0;0;0;0;0;Por
2020-21;Vittorio Parigini;Genoa;24;4;56;0;0;0;0;0;0;Cen,Dif
2020-21;Marco Parolo;Lazio;35;18;653;0;2;0;0;5;0;Dif,Cen
2020-21;Mario Pašalić;Atalanta;25;25;1.122;6;2;6;0;2;0;Cen
2020-21;Christian Pastina;Benevento;19;3;121;0;1;0;0;1;0;Dif
2020-21;Javier Pastore;Roma;31;5;82;0;0;0;0;0;0;Cen,Att
2020-21;Patricio Gabarrón;Lazio;27;25;1.595;0;1;0;0;8;0;Dif
2020-21;Leonardo Pavoletti;Cagliari;31;33;1.584;4;3;4;0;8;0;Att
2020-21;Nehuén Paz;Bologna;27;6;363;1;0;1;0;0;0;Dif
2020-21;Pedro Rodríguez Ledesma;Roma;33;27;1.591;5;2;5;0;5;1;Cen,Att
2020-21;João Pedro;Cagliari;28;37;3.253;16;3;12;4;4;0;Att,Cen
2020-21;Gianluca Pegolo;Sassuolo;39;1;90;0;0;0;0;0;0;Por
2020-21;Graziano Pellè;Parma;35;13;614;1;2;1;0;1;0;Att
2020-21;Lorenzo Pellegrini;Roma;24;34;2.598;7;6;6;1;10;0;Cen
2020-21;Luca Pellegrini;Genoa;21;11;639;0;1;0;0;2;0;Dif,Cen
2020-21;Federico Peluso;Sassuolo;36;7;207;0;0;0;0;1;0;Dif
2020-21;Andreas Pereira;Lazio;24;26;543;1;2;1;0;7;1;Att,Cen
2020-21;Pedro Miguel Pereira;Crotone;22;35;2.549;0;4;0;0;6;0;Dif
2020-21;Gastón Pereiro;Cagliari;25;15;272;2;2;2;0;0;0;Cen,Dif
2020-21;Bruno Peres;Roma;30;30;1.427;1;2;1;0;6;0;Dif
2020-21;Roberto Pereyra;Udinese;29;34;2.925;5;7;4;1;8;0;Cen,Att
2020-21;Carles Pérez;Roma;22;21;773;2;1;2;0;0;0;Cen,Att
2020-21;Mattia Perin;Genoa;27;32;2.879;0;0;0;0;1;1;Por
2020-21;Ivan Perišić;Inter;31;32;1.795;4;3;4;0;3;0;Dif,Att
2020-21;Matteo Pessina;Atalanta;23;28;1.645;2;2;2;0;2;0;Cen
2020-21;Andrea Petagna;Napoli;25;26;964;4;3;4;0;0;0;Att
2020-21;Jacopo Petriccione;Crotone;25;20;958;0;0;0;0;5;1;Cen
2020-21;Jens Petter Hauge;Milan;20;18;532;2;0;2;0;0;0;Att
2020-21;Germán Pezzella;Fiorentina;29;32;2.743;1;0;1;0;5;0;Dif
2020-21;Giuseppe Pezzella;Parma;22;24;1.828;1;4;1;0;7;0;Dif
2020-21;Cristiano Piccini;Atalanta;27;1;59;0;0;0;0;0;0;Dif
2020-21;Roberto Piccoli;Spezia;19;20;703;5;0;5;0;0;0;Att
2020-21;Andrea Pinamonti;Inter;21;8;169;1;0;1;0;0;0;Att
2020-21;Carlo Pinsoglio;Juventus;30;1;23;0;0;0;0;0;1;Por
2020-21;Fabio Pisacane;Cagliari;34;5;228;0;0;0;0;1;0;Dif
2020-21;Marko Pjaca;Genoa;25;35;1.418;3;2;3;0;0;0;Att,Cen
2020-21;Tommaso Pobega;Spezia;21;20;1.229;6;0;6;0;6;0;Cen
2020-21;Andrea Poli;Bologna;30;18;383;1;0;1;0;1;0;Cen
2020-21;Matteo Politano;Napoli;26;37;1.908;9;4;9;0;3;0;Att,Cen
2020-21;Manolo Portanova;Genoa;20;3;66;0;0;0;0;0;0;Cen,Att
2020-21;Manolo Portanova;Juventus;20;2;70;0;0;0;0;1;0;Cen
2020-21;Ivan Provedel;Spezia;26;29;2.610;0;0;0;0;1;0;Por
2020-21;Erick Pulgar;Fiorentina;26;31;2.002;1;3;1;0;8;0;Cen
2020-21;Ignacio Pussetto;Udinese;24;11;754;3;1;3;0;2;0;Att
2020-21;Fabio Quagliarella;Sampdoria;37;33;2.204;13;1;11;2;1;0;Att
2020-21;Simone Rabbi;Bologna;18;4;35;0;1;0;0;0;0;Att,Dif
2020-21;Adrien Rabiot;Juventus;25;34;2.313;4;2;4;0;7;1;Cen
2020-21;Ivan Radovanović;Genoa;31;33;2.232;0;0;0;0;6;0;Dif,Cen
2020-21;Ionuț Andrei Radu;Inter;23;2;135;0;0;0;0;0;0;Por
2020-21;Ștefan Radu;Lazio;33;31;2.458;0;3;0;0;2;0;Dif
2020-21;Rafael de Andrade Bittencourt;Spezia;38;3;207;0;1;0;0;0;0;Por
2020-21;Antonio Raimondo;Bologna;16;1;1;0;0;0;0;0;0;Att
2020-21;Gastón Ramírez;Sampdoria;29;25;969;0;4;0;0;5;0;Att,Cen
2020-21;Aaron Ramsey;Juventus;29;22;1.089;2;4;2;0;2;0;Cen
2020-21;Andrea Ranocchia;Inter;32;8;703;0;1;0;0;2;0;Dif
2020-21;Giacomo Raspadori;Sassuolo;20;27;1.232;6;0;6;0;1;0;Att,Cen
2020-21;Federico Ravaglia;Bologna;20;4;360;0;0;0;0;0;0;Por
2020-21;Ante Rebić;Milan;26;27;1.776;11;4;11;0;4;1;Att
2020-21;Arkadiusz Reca;Crotone;25;30;2.313;2;3;2;0;7;0;Dif
2020-21;Vasco Regini;Sampdoria;29;3;88;0;0;0;0;0;0;Dif
2020-21;José Manuel Reina;Lazio;37;29;2.610;0;0;0;0;1;0;Por
2020-21;Bryan Reynolds;Roma;19;5;283;0;0;0;0;0;0;Dif
2020-21;Franck Ribéry;Fiorentina;37;29;2.149;2;6;2;0;6;1;Att
2020-21;Federico Ricci;Sassuolo;26;1;4;0;0;0;0;0;0;Att
2020-21;Giacomo Ricci;Parma;23;3;67;0;0;0;0;0;0;Dif
2020-21;Matteo Ricci;Spezia;26;29;2.229;0;2;0;0;5;0;Cen
2020-21;Tomás Rincón;Torino;32;36;2.846;1;1;1;0;10;1;Cen
2020-21;Andrea Rispoli;Crotone;31;19;652;0;0;0;0;4;0;Dif
2020-21;Emmanuel Rivière;Crotone;30;21;640;1;1;1;0;2;0;Att
2020-21;Ricardo Rodríguez;Torino;27;16;1.238;0;0;0;0;1;0;Dif
2020-21;Marko Rog;Cagliari;25;14;1.165;0;0;0;0;2;0;Cen
2020-21;Rogério Oliveira da Silva;Sassuolo;22;28;1.877;0;1;0;0;4;0;Dif
2020-21;Luis Rojas;Crotone;18;7;104;0;0;0;0;1;0;Cen,Att
2020-21;Alessio Romagnoli;Milan;25;22;1.907;1;1;1;0;7;0;Dif
2020-21;Cristian Romero;Atalanta;22;31;2.545;2;2;2;0;10;0;Dif
2020-21;Cristiano Ronaldo;Juventus;71;33;2.802;29;2;23;6;3;0;Att
2020-21;Marten de Roon;Atalanta;29;35;3.021;1;1;1;0;8;1;Cen
2020-21;Nicolò Rovella;Genoa;18;20;1.187;0;2;0;0;4;0;Cen
2020-21;Amir Rrahmani;Napoli;26;16;1.094;1;0;1;0;2;0;Dif
2020-21;Kevin Rüegg;Hellas Verona;21;7;205;0;0;0;0;0;0;Dif,Cen
2020-21;Daniele Rugani;Cagliari;26;16;1.001;1;1;1;0;2;0;Dif
2020-21;Matteo Ruggeri;Atalanta;18;6;208;0;0;0;0;0;0;Dif
2020-21;Mário Rui;Napoli;29;27;1.669;0;2;0;0;4;0;Dif
2020-21;Fabián Ruiz Peña;Napoli;24;33;2.569;3;1;3;0;1;0;Cen
2020-21;Alexis Saelemaekers;Milan;21;32;2.016;2;4;2;0;7;1;Att
2020-21;Jacopo Sala;Spezia;28;6;375;0;0;0;0;1;0;Dif
2020-21;Eddie Salcedo;Hellas Verona;18;21;755;2;0;2;0;3;0;Cen,Att
2020-21;Antonio Sanabria;Torino;24;14;978;5;1;5;0;2;0;Att
2020-21;Alexis Sánchez;Inter;31;30;1.146;7;5;7;0;0;0;Att
2020-21;Alex Sandro Lobo Silva;Juventus;29;26;1.858;2;1;2;0;2;0;Dif
2020-21;Siriki Sanogo;Benevento;18;1;10;0;0;0;0;0;0;Cen
2020-21;Nicola Sansone;Bologna;28;26;1.169;2;2;2;0;2;0;Att,Cen
2020-21;Federico Santander;Bologna;29;4;37;0;1;0;0;0;0;Att
2020-21;Davide Santon;Roma;29;10;586;0;1;0;0;3;0;Dif
2020-21;Samir Caetano de Souza Santos;Udinese;25;30;2.216;1;0;1;0;6;0;Dif
2020-21;Riccardo Saponara;Fiorentina;28;2;52;0;0;0;0;0;0;Cen
2020-21;Riccardo Saponara;Spezia;28;9;389;2;0;2;0;2;1;Att,Cen
2020-21;Marco Sau;Benevento;32;24;785;4;2;3;1;1;1;Cen,Att
2020-21;Gianluca Scamacca;Genoa;21;26;1.352;8;2;6;2;1;0;Att
2020-21;Nicolás Schiappacasse;Sassuolo;21;1;15;0;0;0;0;0;0;Cen
2020-21;Pasquale Schiattarella;Benevento;33;29;2.247;1;1;1;0;13;1;Cen
2020-21;Jerdy Schouten;Bologna;23;34;2.512;1;1;1;0;8;1;Cen
2020-21;Matteo Scozzarella;Parma;32;3;153;0;0;0;0;1;0;Cen
2020-21;Simone Scuffet;Udinese;24;1;90;0;0;0;0;0;0;Por
2020-21;Jacopo Segre;Torino;23;9;191;0;0;0;0;1;0;Cen
2020-21;Léo Sena;Spezia;24;16;885;0;0;0;0;0;0;Cen
2020-21;Stefano Sensi;Inter;24;18;603;0;0;0;0;1;1;Cen
2020-21;Luigi Sepe;Parma;29;36;3.240;0;0;0;0;0;0;Por
2020-21;Stephan El Shaarawy;Roma;27;10;572;1;1;1;0;1;0;Cen,Att
2020-21;Eldor Shomurodov;Genoa;25;31;1.677;8;1;8;0;1;0;Att
2020-21;Luca Siligardi;Crotone;32;4;49;0;0;0;0;0;0;Cen,Att
2020-21;Luca Siligardi;Parma;32;2;34;0;0;0;0;0;0;Att,Cen
2020-21;Adrien Silva;Sampdoria;31;24;1.599;1;1;1;0;8;1;Cen
2020-21;Marco Silvestri;Hellas Verona;29;34;3.060;0;0;0;0;1;0;Por
2020-21;Giovanni Simeone;Cagliari;25;33;1.740;6;2;6;0;1;0;Att
2020-21;Wilfried Singo;Torino;19;28;1.854;1;2;1;0;4;1;Dif
2020-21;Salvatore Sirigu;Torino;33;32;2.880;0;0;0;0;0;0;Por
2020-21;Łukasz Skorupski;Bologna;29;28;2.520;0;0;0;0;1;0;Por
2020-21;Andreas Skov Olsen;Bologna;20;26;1.179;2;3;2;0;1;0;Att,Dif
2020-21;Milan Škriniar;Inter;25;32;2.777;3;0;3;0;1;0;Dif
2020-21;Chris Smalling;Roma;30;16;1.111;0;1;0;0;3;0;Dif
2020-21;Simon Sohm;Parma;19;18;899;1;0;1;0;1;0;Cen
2020-21;Roberto Soriano;Bologna;29;37;3.250;9;6;9;0;5;0;Cen
2020-21;Riccardo Sottil;Cagliari;21;21;1.184;2;1;2;0;3;0;Att,Cen
2020-21;Adama Soumaoro;Bologna;28;20;1.755;1;0;1;0;4;0;Dif
2020-21;Leonardo Spinazzola;Roma;27;27;2.124;2;4;2;0;0;0;Dif
2020-21;Marco Sportiello;Atalanta;28;15;1.261;0;0;0;0;0;0;Por
2020-21;Mattia Sprocati;Parma;27;1;22;0;0;0;0;0;0;Cen,Att
2020-21;Thomas Strakosha;Lazio;25;9;810;0;0;0;0;1;0;Por
2020-21;Kevin Strootman;Genoa;30;18;1.314;0;4;0;0;7;0;Cen
2020-21;Jens Stryger Larsen;Udinese;29;33;2.638;2;0;2;0;0;0;Dif
2020-21;Stefano Sturaro;Hellas Verona;27;10;423;0;0;0;0;5;0;Cen
2020-21;Stefano Sturaro;Genoa;27;6;445;1;0;1;0;1;0;Cen
2020-21;Bosko Sutalo;Atalanta;20;7;233;0;0;0;0;0;0;Dif
2020-21;Mattias Svanberg;Bologna;21;34;1.852;5;2;5;0;8;1;Cen
2020-21;Wojciech Szczęsny;Juventus;30;30;2.677;0;1;0;0;0;0;Por
2020-21;Adrien Tameze;Hellas Verona;26;33;2.304;1;0;1;0;6;0;Cen
2020-21;Ciprian Tătărușanu;Milan;34;1;90;0;0;0;0;0;0;Por
2020-21;Andrés Tello;Benevento;23;17;413;1;0;1;0;3;0;Dif,Cen
2020-21;Hidde ter Avest;Udinese;23;6;351;0;0;0;0;0;0;Dif
2020-21;Pietro Terracciano;Fiorentina;30;4;272;0;0;0;0;0;0;Por
2020-21;Claudio Terzi;Spezia;36;25;1.869;1;1;1;0;9;1;Dif
2020-21;Morten Thorsby;Sampdoria;24;33;2.648;3;1;3;0;10;0;Cen
2020-21;Jeremy Toljan;Sassuolo;25;26;1.490;0;2;0;0;2;0;Dif
2020-21;Rafael Tolói;Atalanta;29;31;2.537;2;0;2;0;9;0;Dif
2020-21;Takehiro Tomiyasu;Bologna;21;31;2.715;2;0;2;0;4;0;Dif
2020-21;Fikayo Tomori;Milan;22;17;1.466;1;0;1;0;0;0;Dif
2020-21;Sandro Tonali;Milan;20;25;1.330;0;0;0;0;1;1;Cen
2020-21;Lorenzo Tonelli;Sampdoria;30;23;1.782;1;0;1;0;11;0;Dif
2020-21;Ernesto Torregrossa;Sampdoria;28;6;170;1;0;1;0;0;0;Att
2020-21;Mattéo Tramoni;Cagliari;20;6;74;0;0;0;0;1;0;Cen,Att
2020-21;Chaka Traorè;Parma;15;3;18;0;0;0;0;0;0;Att,Dif
2020-21;Alessandro Tripaldelli;Cagliari;21;10;300;0;0;0;0;1;0;Dif
2020-21;Alessandro Tuia;Benevento;30;27;1.765;1;0;1;0;6;0;Dif
2020-21;Ľubomír Tupta;Hellas Verona;22;2;50;0;0;0;0;0;0;Att
2020-21;Destiny Udogie;Hellas Verona;17;6;170;0;0;0;0;1;0;Dif,Cen
2020-21;Samir Ujkani;Torino;32;1;90;0;0;0;0;0;0;Por
2020-21;Kacper Urbanski;Bologna;15;1;2;0;0;0;0;0;0;Att
2020-21;Lautaro Valenti;Parma;21;11;499;0;0;0;0;0;0;Dif
2020-21;Borja Valero;Fiorentina;35;20;491;0;0;0;0;3;0;Cen,Att
2020-21;Denis Vavro;Lazio;24;1;32;0;0;0;0;0;0;Dif
2020-21;Matías Vecino;Inter;28;8;283;1;1;1;0;0;0;Cen
2020-21;Miguel Veloso;Hellas Verona;34;21;1.316;2;2;0;2;1;0;Cen
2020-21;Lorenzo Venuti;Fiorentina;25;28;1.757;0;1;0;0;3;0;Dif
2020-21;Daniele Verde;Spezia;24;21;980;6;1;6;0;1;0;Att
2020-21;Simone Verdi;Torino;28;33;1.620;1;5;1;0;6;0;Cen,Att
2020-21;Jordan Veretout;Roma;27;29;2.053;10;2;5;5;4;0;Cen
2020-21;Edoardo Vergani;Bologna;19;1;12;0;0;0;0;0;0;Att
2020-21;Valerio Verre;Sampdoria;26;27;998;3;3;3;0;3;0;Att,Cen
2020-21;Guglielmo Vicario;Cagliari;23;4;360;0;0;0;0;0;0;Por
2020-21;Arturo Vidal;Inter;33;23;1.138;1;1;1;0;3;0;Cen
2020-21;Ronaldo Vieira;Hellas Verona;22;4;226;0;0;0;0;1;0;Cen,Dif
2020-21;Luca Vignali;Spezia;24;21;1.590;0;0;0;0;4;1;Dif
2020-21;Emanuel Vignato;Bologna;19;31;1.203;1;4;1;0;4;0;Att,Cen
2020-21;Gonzalo Villar;Roma;22;33;1.859;0;1;0;0;7;0;Cen
2020-21;Nicolas Viola;Benevento;30;17;1.036;5;2;1;4;1;0;Cen
2020-21;Dušan Vlahović;Fiorentina;20;37;2.923;21;3;15;6;1;0;Att
2020-21;Mërgim Vojvoda;Torino;25;24;1.359;2;2;2;0;4;0;Dif,Att
2020-21;Stefan de Vrij;Inter;28;32;2.734;1;0;1;0;2;0;Dif
2020-21;Giacomo Vrioni;Juventus;21;1;1;0;0;0;0;0;0;Att
2020-21;Miloš Vulić;Crotone;23;25;1.305;1;1;1;0;2;0;Cen
2020-21;Walace;Udinese;25;30;2.055;0;0;0;0;4;0;Cen
2020-21;Sebastian Walukiewicz;Cagliari;20;19;1.618;0;1;0;0;1;0;Dif
2020-21;Maya Yoshida;Sampdoria;31;32;2.274;1;2;1;0;5;0;Dif
2020-21;Ashley Young;Inter;35;26;1.425;1;4;1;0;4;0;Dif
2020-21;Mattia Zaccagni;Hellas Verona;25;36;2.609;5;5;4;1;6;0;Cen
2020-21;Vasilios Zagaritis;Parma;19;2;65;0;0;0;0;0;0;Dif
2020-21;Miha Zajc;Genoa;26;31;1.863;1;3;1;0;4;0;Cen
2020-21;Nicola Zalewski;Roma;18;1;11;0;1;0;0;0;0;Cen
2020-21;Niccolò Zanellato;Crotone;22;27;1.637;1;1;1;0;3;0;Cen
2020-21;Cristián Zapata;Genoa;33;12;968;0;0;0;0;2;0;Dif
2020-21;Duván Zapata;Atalanta;29;37;2.379;15;9;14;1;0;0;Att
2020-21;Gabriele Zappa;Cagliari;20;34;2.395;0;4;0;0;3;0;Dif
2020-21;Davide Zappacosta;Genoa;28;25;2.045;4;2;4;0;3;0;Dif
2020-21;Simone Zaza;Torino;29;29;1.491;6;0;6;0;4;0;Att
2020-21;Marvin Zeegelaar;Udinese;29;24;1.740;1;0;1;0;6;0;Dif
2020-21;Piotr Zieliński;Napoli;26;36;2.523;8;10;8;0;2;0;Cen
2020-21;Joshua Zirkzee;Parma;19;4;113;0;0;0;0;0;0;Att,Cen
2020-21;Jeroen Zoet;Spezia;29;7;603;0;0;0;0;1;0;Por
2020-21;Filip Đuričić;Sassuolo;28;32;2.079;5;4;4;1;5;0;Cen,Att
